event_datetime,event_params__ga_session_id,event_name,event_params__ad_id,event_params__ad_unit_id,event_params__ad_network,event_params__ad_placement,event_params__ad_reward_type,event_params__ad_instance,event_params__ad_error_code,event_params__character_name,event_params__current_tier,event_params__current_question_index,question_address,ts_weekday,ts_daytime_named,app_info__version,geo__country,device__operating_system,event_server_delay_seconds
2025-12-15 06:07:51+00:00,10286.0,Ad Rewarded,2a021f6efa10,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Cyra,2.0,4.0,Cyra - T: 2 - Q: 4,Pazartesi,Sabah,1.0.7,Türkiye,IOS,
2025-12-15 06:37:41+00:00,10287.0,Ad Rewarded,ee9508661420,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Dax,4.0,6.0,Dax - T: 4 - Q: 6,Pazartesi,Sabah,1.0.5,Türkiye,IOS,
2025-12-20 11:39:04+00:00,10290.0,Ad Rewarded,2aa068442542,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,4.0,1.0,Cyra - T: 4 - Q: 1,Cumartesi,Sabah,1.0.5,Türkiye,IOS,
2025-12-20 11:42:16+00:00,10290.0,Ad Rewarded,725819239f98,rewarded_2,admob,Unknown/Missing,Unknown/Missing,None,,Borin,3.0,1.0,Borin - T: 3 - Q: 1,Cumartesi,Sabah,1.0.7,Türkiye,IOS,
2025-12-21 20:43:47+00:00,10289.0,Ad Rewarded,c72aa36739e0,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_b,,Borin,4.0,2.0,Borin - T: 4 - Q: 2,Pazar,Akşam,1.0.7,Türkiye,IOS,
2025-12-14 15:42:22+00:00,10435.0,Ad Rewarded,3194e0e1d807,None,unity,Unknown/Missing,Unknown/Missing,instance_a,,Dax,2.0,5.0,Dax - T: 2 - Q: 5,Pazar,Öğle,1.0.6,Türkiye,IOS,
2025-12-14 15:45:17+00:00,10435.0,Ad Rewarded,959797c1b7dc,rewarded_1,unity,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,8.0,Astra - T: 3 - Q: 8,Pazar,Öğle,1.0.7,Türkiye,IOS,
2025-12-14 15:48:49+00:00,10435.0,Ad Rewarded,579ffac6a8f4,None,admob,Unknown/Missing,Unknown/Missing,instance_a,,Dax,3.0,10.0,Dax - T: 3 - Q: 10,Pazar,Öğle,1.0.7,Türkiye,IOS,
2025-12-17 14:54:54+00:00,10573.0,Ad Rewarded,44eb0ab263e3,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,4.0,12.0,Cyra - T: 4 - Q: 12,Çarşamba,Öğle,1.0.7,Türkiye,IOS,
2025-12-17 14:55:07+00:00,10573.0,Ad Rewarded,9fe7af72226f,rewarded_1,unity,Unknown/Missing,Unknown/Missing,None,,Dax,4.0,6.0,Dax - T: 4 - Q: 6,Çarşamba,Öğle,1.0.7,Türkiye,IOS,
2025-12-23 08:44:47+00:00,10575.0,Ad Rewarded,314ca27194c4,rewarded_1,admob,Unknown/Missing,Unknown/Missing,None,,Astra,1.0,5.0,Astra - T: 1 - Q: 5,Salı,Sabah,1.0.5,Türkiye,IOS,
2025-12-23 08:45:41+00:00,10575.0,Ad Rewarded,7af21ada97b5,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Astra,2.0,2.0,Astra - T: 2 - Q: 2,Salı,Sabah,1.0.5,Türkiye,IOS,
2025-12-23 08:46:07+00:00,10575.0,Ad Rewarded,01e9894141f3,rewarded_1,admob,Unknown/Missing,Unknown/Missing,instance_b,,Astra,1.0,2.0,Astra - T: 1 - Q: 2,Salı,Sabah,1.0.6,Türkiye,IOS,
2025-12-23 08:46:20+00:00,10575.0,Ad Rewarded,51f870a3a8cc,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,3.0,9.0,Cyra - T: 3 - Q: 9,Salı,Sabah,1.0.7,Türkiye,IOS,
2025-12-23 08:46:34+00:00,10575.0,Ad Rewarded,2c4053acae32,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_b,,Astra,1.0,7.0,Astra - T: 1 - Q: 7,Salı,Sabah,1.0.5,Türkiye,IOS,
2025-12-15 04:16:55+00:00,10171.0,Ad Rewarded,53a2069584e8,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Dax,2.0,11.0,Dax - T: 2 - Q: 11,Pazartesi,Gece,1.0.6,United States,IOS,
2025-12-15 04:22:15+00:00,10171.0,Ad Rewarded,d392fe4ba493,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,2.0,9.0,Cyra - T: 2 - Q: 9,Pazartesi,Gece,1.0.6,United States,IOS,
2025-12-15 04:26:46+00:00,10171.0,Ad Rewarded,9185be5ba5e2,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Borin,1.0,1.0,Borin - T: 1 - Q: 1,Pazartesi,Gece,1.0.7,United States,IOS,
2025-12-17 20:33:54+00:00,10172.0,Ad Rewarded,51ff6e090e5d,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Borin,4.0,7.0,Borin - T: 4 - Q: 7,Çarşamba,Akşam,1.0.6,United States,IOS,
2025-12-17 20:34:02+00:00,10172.0,Ad Rewarded,ea7856434df4,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,3.0,8.0,Cyra - T: 3 - Q: 8,Çarşamba,Akşam,1.0.6,United States,IOS,
2025-12-23 19:27:06+00:00,10173.0,Ad Load Failed,,,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,timeout,,,,,Salı,Akşam,1.0.6,United States,IOS,0.013479632709167966
2025-12-23 18:27:18+00:00,10354.0,Ad Rewarded,683cff4c4305,rewarded_1,admob,Unknown/Missing,Unknown/Missing,instance_b,,Dax,1.0,2.0,Dax - T: 1 - Q: 2,Salı,Akşam,1.0.5,Türkiye,IOS,
2025-12-23 18:28:22+00:00,10354.0,Ad Rewarded,c7aa761c1877,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Borin,1.0,6.0,Borin - T: 1 - Q: 6,Salı,Akşam,1.0.5,Türkiye,IOS,
2025-12-15 06:37:00+00:00,10095.0,Ad Rewarded,f8d8d7440f06,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Cyra,4.0,10.0,Cyra - T: 4 - Q: 10,Pazartesi,Sabah,1.0.5,United States,IOS,
2025-12-18 21:51:41+00:00,10094.0,Ad Rewarded,2aabf9d54960,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,None,,Cyra,4.0,8.0,Cyra - T: 4 - Q: 8,Perşembe,Akşam,1.0.6,United States,IOS,
2025-12-18 21:59:00+00:00,10094.0,Ad Rewarded,35858f03698f,rewarded_1,admob,Unknown/Missing,Unknown/Missing,None,,Cyra,4.0,5.0,Cyra - T: 4 - Q: 5,Perşembe,Akşam,1.0.6,United States,IOS,
2025-12-22 07:16:06+00:00,10565.0,Ad Load Failed,,,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,1,,,,,Pazartesi,Sabah,1.0.7,United States,IOS,0.70783397819983
2025-12-22 07:17:42+00:00,10565.0,Ad Rewarded,06db401aae7d,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Dax,2.0,5.0,Dax - T: 2 - Q: 5,Pazartesi,Sabah,1.0.6,United States,IOS,
2025-12-22 07:18:37+00:00,10565.0,Ad Rewarded,c86c38598395,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_a,,Borin,3.0,10.0,Borin - T: 3 - Q: 10,Pazartesi,Sabah,1.0.6,United States,IOS,
2025-12-22 07:19:10+00:00,10565.0,Ad Rewarded,8870898bb11b,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_b,,Borin,4.0,9.0,Borin - T: 4 - Q: 9,Pazartesi,Sabah,1.0.7,United States,IOS,
2025-12-22 16:09:54+00:00,10566.0,Ad Rewarded,461f5c4e5c8b,None,None,Unknown/Missing,Unknown/Missing,None,,Borin,2.0,11.0,Borin - T: 2 - Q: 11,Pazartesi,Öğle,1.0.5,United States,IOS,
2025-12-22 16:11:21+00:00,10566.0,Ad Rewarded,ba018d3ea0da,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_a,,Borin,3.0,4.0,Borin - T: 3 - Q: 4,Pazartesi,Öğle,1.0.5,United States,IOS,
2025-12-23 17:05:32+00:00,10569.0,Ad Rewarded,df4bbb0e0873,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_a,,Dax,4.0,2.0,Dax - T: 4 - Q: 2,Salı,Öğle,1.0.5,United States,IOS,
2025-12-22 07:21:19+00:00,10447.0,Ad Rewarded,9618ec6c9b70,None,admob,Unknown/Missing,Unknown/Missing,None,,Borin,1.0,8.0,Borin - T: 1 - Q: 8,Pazartesi,Sabah,1.0.5,United States,ANDROID,
2025-12-22 11:52:03+00:00,10448.0,Ad Rewarded,fc46b3063603,None,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Borin,2.0,1.0,Borin - T: 2 - Q: 1,Pazartesi,Sabah,1.0.7,United States,ANDROID,
2025-12-22 11:52:22+00:00,10448.0,Ad Rewarded,76710cd60b74,rewarded_1,admob,Unknown/Missing,Unknown/Missing,None,,Borin,2.0,1.0,Borin - T: 2 - Q: 1,Pazartesi,Sabah,1.0.5,United States,ANDROID,
2025-12-22 17:05:27+00:00,10446.0,Ad Rewarded,eec8467c001d,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_b,,Dax,4.0,7.0,Dax - T: 4 - Q: 7,Pazartesi,Öğle,1.0.6,United States,ANDROID,
2025-12-23 08:55:55+00:00,10451.0,Ad Rewarded,ed61bc9a3c10,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_b,,Borin,3.0,2.0,Borin - T: 3 - Q: 2,Salı,Sabah,1.0.5,United States,ANDROID,
2025-12-23 17:34:56+00:00,10449.0,Ad Rewarded,b782247eee16,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,None,,Borin,2.0,6.0,Borin - T: 2 - Q: 6,Salı,Öğle,1.0.5,United States,ANDROID,
2025-12-21 01:28:32+00:00,10298.0,Ad Rewarded,88f2c90c08b7,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Cyra,4.0,11.0,Cyra - T: 4 - Q: 11,Pazar,Gece,1.0.6,United States,ANDROID,
2025-12-21 10:43:25+00:00,10297.0,Ad Rewarded,b03f0380adf6,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_b,,Dax,2.0,3.0,Dax - T: 2 - Q: 3,Pazar,Sabah,1.0.5,United States,ANDROID,
2025-12-21 16:23:58+00:00,10296.0,Ad Rewarded,ca1d677ec904,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,1.0,3.0,Cyra - T: 1 - Q: 3,Pazar,Öğle,1.0.6,United States,ANDROID,
2025-12-21 16:27:33+00:00,10296.0,Ad Rewarded,39db8cccfaf5,None,unity,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,4.0,3.0,Cyra - T: 4 - Q: 3,Pazar,Öğle,1.0.7,United States,ANDROID,
2025-12-18 20:59:52+00:00,10523.0,Ad Rewarded,f10d601c1113,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_b,,Dax,1.0,9.0,Dax - T: 1 - Q: 9,Perşembe,Akşam,1.0.7,Türkiye,ANDROID,
2025-12-18 21:06:06+00:00,10523.0,Ad Rewarded,33fcfa0034e2,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Dax,3.0,6.0,Dax - T: 3 - Q: 6,Perşembe,Akşam,1.0.6,Türkiye,ANDROID,
2025-12-21 23:32:51+00:00,10522.0,Ad Rewarded,b471e000d802,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_a,,Dax,2.0,10.0,Dax - T: 2 - Q: 10,Pazar,Akşam,1.0.5,Türkiye,ANDROID,
2025-12-21 23:34:49+00:00,10522.0,Ad Rewarded,d6a6a73e3b80,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_a,,Dax,3.0,4.0,Dax - T: 3 - Q: 4,Pazar,Akşam,1.0.6,Türkiye,ANDROID,
2025-12-21 19:38:08+00:00,10434.0,Ad Rewarded,70d962b64ed7,None,admob,Unknown/Missing,Unknown/Missing,None,,Borin,3.0,1.0,Borin - T: 3 - Q: 1,Pazar,Akşam,1.0.7,Türkiye,IOS,
2025-12-23 08:25:55+00:00,10433.0,Ad Rewarded,f5839896ad3b,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Borin,2.0,5.0,Borin - T: 2 - Q: 5,Salı,Sabah,1.0.5,Türkiye,IOS,
2025-12-23 08:26:03+00:00,10433.0,Ad Rewarded,3ce001eade0d,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Dax,3.0,4.0,Dax - T: 3 - Q: 4,Salı,Sabah,1.0.5,Türkiye,IOS,
2025-12-22 02:47:51+00:00,10482.0,Ad Rewarded,7615f7e0db0f,None,None,Unknown/Missing,Unknown/Missing,None,,Borin,2.0,10.0,Borin - T: 2 - Q: 10,Pazartesi,Gece,1.0.5,United States,ANDROID,
2025-12-22 02:49:09+00:00,10482.0,Ad Rewarded,871c9bdc8511,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Borin,2.0,4.0,Borin - T: 2 - Q: 4,Pazartesi,Gece,1.0.7,United States,ANDROID,
2025-12-23 09:30:06+00:00,10481.0,Ad Load Failed,,,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,1,,,,,Salı,Sabah,1.0.5,United States,ANDROID,1.2495488518037694
2025-12-23 09:37:08+00:00,10481.0,Ad Rewarded,b1a8beb24139,rewarded_1,None,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,6.0,Borin - T: 4 - Q: 6,Salı,Sabah,1.0.6,United States,ANDROID,
2025-12-15 04:46:16+00:00,10376.0,Ad Rewarded,47420e96b8e9,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Dax,1.0,9.0,Dax - T: 1 - Q: 9,Pazartesi,Gece,1.0.5,United States,ANDROID,
2025-12-21 04:04:55+00:00,10483.0,Ad Rewarded,ecca829de8d1,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_a,,Dax,4.0,10.0,Dax - T: 4 - Q: 10,Pazar,Gece,1.0.5,Türkiye,IOS,
2025-12-22 11:08:11+00:00,10519.0,Ad Rewarded,3586b3b3f220,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Astra,2.0,6.0,Astra - T: 2 - Q: 6,Pazartesi,Sabah,1.0.5,United States,IOS,
2025-12-16 12:01:49+00:00,10228.0,Ad Rewarded,c9036d13f563,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_a,,Astra,4.0,1.0,Astra - T: 4 - Q: 1,Salı,Öğle,1.0.6,Türkiye,IOS,
2025-12-23 02:01:11+00:00,10229.0,Ad Rewarded,582c642990ad,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Astra,1.0,12.0,Astra - T: 1 - Q: 12,Salı,Gece,1.0.7,Türkiye,IOS,
2025-12-22 02:51:10+00:00,10323.0,Ad Rewarded,d2565c1e7274,None,unity,Unknown/Missing,Unknown/Missing,None,,Cyra,3.0,4.0,Cyra - T: 3 - Q: 4,Pazartesi,Gece,1.0.7,United States,ANDROID,
2025-12-22 21:41:47+00:00,10320.0,Ad Rewarded,49dacedf78aa,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Dax,1.0,5.0,Dax - T: 1 - Q: 5,Pazartesi,Akşam,1.0.5,United States,ANDROID,
2025-12-23 01:13:06+00:00,10319.0,Ad Load Failed,,,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,timeout,,,,,Salı,Gece,1.0.7,United States,ANDROID,1.7860316228879107
2025-12-23 01:13:19+00:00,10319.0,Ad Rewarded,60a6fcd4a003,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_a,,Astra,4.0,1.0,Astra - T: 4 - Q: 1,Salı,Gece,1.0.7,United States,ANDROID,
2025-12-23 04:28:21+00:00,10321.0,Ad Rewarded,5d04bad037ae,None,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Dax,2.0,5.0,Dax - T: 2 - Q: 5,Salı,Gece,1.0.7,United States,ANDROID,
2025-12-22 02:08:02+00:00,10235.0,Ad Rewarded,1da770fb9f92,rewarded_1,admob,Unknown/Missing,Unknown/Missing,instance_b,,Borin,1.0,9.0,Borin - T: 1 - Q: 9,Pazartesi,Gece,1.0.7,United States,IOS,
2025-12-22 13:19:50+00:00,10236.0,Ad Rewarded,06878546f3fd,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,4.0,7.0,Cyra - T: 4 - Q: 7,Pazartesi,Öğle,1.0.7,United States,IOS,
2025-12-22 13:20:55+00:00,10236.0,Ad Rewarded,bac63b593f7d,None,unity,Unknown/Missing,Unknown/Missing,instance_a,,Dax,4.0,5.0,Dax - T: 4 - Q: 5,Pazartesi,Öğle,1.0.6,United States,IOS,
2025-12-22 20:50:45+00:00,10234.0,Ad Rewarded,a69bc1f42f05,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,3.0,2.0,Cyra - T: 3 - Q: 2,Pazartesi,Akşam,1.0.6,United States,IOS,
2025-12-22 21:00:10+00:00,10237.0,Ad Rewarded,33596a928c87,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_a,,Astra,4.0,11.0,Astra - T: 4 - Q: 11,Pazartesi,Akşam,1.0.6,United States,IOS,
2025-12-15 11:42:12+00:00,10223.0,Ad Rewarded,03b5916a2dff,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_b,,Astra,3.0,11.0,Astra - T: 3 - Q: 11,Pazartesi,Sabah,1.0.5,Türkiye,IOS,
2025-12-17 17:17:14+00:00,10226.0,Ad Rewarded,c402893856d3,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_b,,Dax,1.0,11.0,Dax - T: 1 - Q: 11,Çarşamba,Öğle,1.0.5,Türkiye,IOS,
2025-12-17 17:24:46+00:00,10226.0,Ad Rewarded,aacedcf2ec8d,rewarded_1,None,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,11.0,Astra - T: 3 - Q: 11,Çarşamba,Öğle,1.0.6,Türkiye,IOS,
2025-12-18 16:09:25+00:00,10221.0,Ad Rewarded,95f9258e8817,None,admob,Unknown/Missing,Unknown/Missing,None,,Dax,4.0,8.0,Dax - T: 4 - Q: 8,Perşembe,Öğle,1.0.6,Türkiye,IOS,
2025-12-18 16:09:39+00:00,10221.0,Ad Rewarded,287d85299b29,rewarded_2,None,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,3.0,Astra - T: 3 - Q: 3,Perşembe,Öğle,1.0.7,Türkiye,IOS,
2025-12-20 16:16:32+00:00,10227.0,Ad Rewarded,bf3556791099,None,admob,Unknown/Missing,Unknown/Missing,instance_b,,Dax,2.0,3.0,Dax - T: 2 - Q: 3,Cumartesi,Öğle,1.0.5,Türkiye,IOS,
2025-12-20 16:20:22+00:00,10227.0,Ad Rewarded,00defeb56d5d,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Astra,2.0,8.0,Astra - T: 2 - Q: 8,Cumartesi,Öğle,1.0.7,Türkiye,IOS,
2025-12-20 16:22:11+00:00,10227.0,Ad Rewarded,1b5c2b17510d,rewarded_1,admob,Unknown/Missing,Unknown/Missing,instance_a,,Dax,3.0,3.0,Dax - T: 3 - Q: 3,Cumartesi,Öğle,1.0.6,Türkiye,IOS,
2025-12-21 13:59:36+00:00,10222.0,Ad Rewarded,588998ad2843,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_a,,Dax,4.0,1.0,Dax - T: 4 - Q: 1,Pazar,Öğle,1.0.5,Türkiye,IOS,
2025-12-22 01:36:54+00:00,10220.0,Ad Rewarded,547f5a4b3b3a,None,None,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,5.0,Astra - T: 3 - Q: 5,Pazartesi,Gece,1.0.5,Türkiye,IOS,
2025-12-22 01:37:08+00:00,10220.0,Ad Rewarded,7e04686a14d9,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_a,,Astra,2.0,8.0,Astra - T: 2 - Q: 8,Pazartesi,Gece,1.0.5,Türkiye,IOS,
2025-12-23 10:13:18+00:00,10225.0,Ad Rewarded,35a7da475116,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Astra,4.0,3.0,Astra - T: 4 - Q: 3,Salı,Sabah,1.0.6,Türkiye,IOS,
2025-12-16 12:16:32+00:00,10406.0,Ad Rewarded,6fb49aa6c221,None,None,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,2.0,5.0,Cyra - T: 2 - Q: 5,Salı,Öğle,1.0.6,Türkiye,ANDROID,
2025-12-16 12:16:59+00:00,10406.0,Ad Rewarded,17e7876279a1,None,admob,Unknown/Missing,Unknown/Missing,None,,Cyra,4.0,2.0,Cyra - T: 4 - Q: 2,Salı,Öğle,1.0.7,Türkiye,ANDROID,
2025-12-20 18:46:19+00:00,10347.0,Ad Rewarded,860bdb3d588f,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Dax,1.0,3.0,Dax - T: 1 - Q: 3,Cumartesi,Akşam,1.0.7,Türkiye,ANDROID,
2025-12-20 18:50:24+00:00,10347.0,Ad Rewarded,9494a082f333,None,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Dax,2.0,5.0,Dax - T: 2 - Q: 5,Cumartesi,Akşam,1.0.6,Türkiye,ANDROID,
2025-12-23 13:26:22+00:00,10194.0,Ad Rewarded,55a256c8f3bc,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Astra,2.0,10.0,Astra - T: 2 - Q: 10,Salı,Öğle,1.0.7,United States,ANDROID,
2025-12-16 15:39:19+00:00,10480.0,Ad Rewarded,871ec221fa08,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_a,,Dax,4.0,3.0,Dax - T: 4 - Q: 3,Salı,Öğle,1.0.7,United States,IOS,
2025-12-23 04:38:09+00:00,10417.0,Ad Rewarded,6957c7e30b65,None,admob,Unknown/Missing,Unknown/Missing,None,,Astra,4.0,3.0,Astra - T: 4 - Q: 3,Salı,Gece,1.0.7,United States,IOS,
2025-12-15 17:10:16+00:00,10109.0,Ad Rewarded,e7472cff4efc,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,6.0,Astra - T: 3 - Q: 6,Pazartesi,Öğle,1.0.7,United States,ANDROID,
2025-12-23 01:57:56+00:00,10392.0,Ad Rewarded,15309989430c,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_a,,Borin,2.0,2.0,Borin - T: 2 - Q: 2,Salı,Gece,1.0.5,Türkiye,ANDROID,
2025-12-20 12:27:51+00:00,10101.0,Ad Rewarded,da6f028270ec,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_a,,Astra,2.0,3.0,Astra - T: 2 - Q: 3,Cumartesi,Öğle,1.0.7,Türkiye,ANDROID,
2025-12-22 18:08:03+00:00,10103.0,Ad Rewarded,2e64c5c0fc9f,None,unity,Unknown/Missing,Unknown/Missing,None,,Cyra,4.0,2.0,Cyra - T: 4 - Q: 2,Pazartesi,Akşam,1.0.5,Türkiye,ANDROID,
2025-12-22 18:09:41+00:00,10103.0,Ad Rewarded,cf65255ec63a,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_b,,Dax,4.0,8.0,Dax - T: 4 - Q: 8,Pazartesi,Akşam,1.0.6,Türkiye,ANDROID,
2025-12-23 04:59:39+00:00,10102.0,Ad Rewarded,5d9ce818e231,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Dax,4.0,4.0,Dax - T: 4 - Q: 4,Salı,Gece,1.0.6,Türkiye,ANDROID,
2025-12-23 05:01:52+00:00,10102.0,Ad Rewarded,e1031a8de6d8,None,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Dax,3.0,8.0,Dax - T: 3 - Q: 8,Salı,Gece,1.0.7,Türkiye,ANDROID,
2025-12-23 03:39:00+00:00,10122.0,Ad Rewarded,e397ba12b0d7,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Borin,2.0,1.0,Borin - T: 2 - Q: 1,Salı,Gece,1.0.5,United States,ANDROID,
2025-12-23 04:57:06+00:00,10123.0,Ad Load Failed,,,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,,,,,Salı,Gece,1.0.7,United States,ANDROID,1.6326289880276192
2025-12-23 05:04:02+00:00,10123.0,Ad Rewarded,b492f3fdd17d,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Dax,4.0,4.0,Dax - T: 4 - Q: 4,Salı,Gece,1.0.5,United States,ANDROID,
2025-12-15 22:46:01+00:00,10097.0,Ad Rewarded,9c2100b9f2ec,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_a,,Dax,4.0,9.0,Dax - T: 4 - Q: 9,Pazartesi,Akşam,1.0.6,Türkiye,IOS,
2025-12-15 22:46:06+00:00,10097.0,Ad Rewarded,9673243ccb53,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,3.0,10.0,Cyra - T: 3 - Q: 10,Pazartesi,Akşam,1.0.5,Türkiye,IOS,
2025-12-15 22:46:30+00:00,10097.0,Ad Rewarded,a6c88c05aa3a,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_a,,Astra,2.0,12.0,Astra - T: 2 - Q: 12,Pazartesi,Akşam,1.0.5,Türkiye,IOS,
2025-12-21 22:50:44+00:00,10366.0,Ad Rewarded,c5a4cbf90a96,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,3.0,7.0,Cyra - T: 3 - Q: 7,Pazar,Akşam,1.0.7,United States,IOS,
2025-12-21 22:54:19+00:00,10366.0,Ad Rewarded,23db3743eaf1,None,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Dax,3.0,4.0,Dax - T: 3 - Q: 4,Pazar,Akşam,1.0.7,United States,IOS,
2025-12-21 22:54:45+00:00,10366.0,Ad Rewarded,2f24680a3c92,rewarded_1,unity,Unknown/Missing,Unknown/Missing,None,,Dax,1.0,4.0,Dax - T: 1 - Q: 4,Pazar,Akşam,1.0.5,United States,IOS,
2025-12-21 22:55:45+00:00,10366.0,Ad Rewarded,eb72f76909e9,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_b,,Dax,2.0,12.0,Dax - T: 2 - Q: 12,Pazar,Akşam,1.0.5,United States,IOS,
2025-12-22 01:52:36+00:00,10369.0,Ad Rewarded,f344f6f6767b,None,admob,Unknown/Missing,Unknown/Missing,instance_b,,Borin,2.0,5.0,Borin - T: 2 - Q: 5,Pazartesi,Gece,1.0.6,United States,IOS,
2025-12-22 01:53:09+00:00,10369.0,Ad Rewarded,40d396e24e10,None,admob,Unknown/Missing,Unknown/Missing,instance_a,,Borin,1.0,3.0,Borin - T: 1 - Q: 3,Pazartesi,Gece,1.0.7,United States,IOS,
2025-12-22 02:00:48+00:00,10368.0,Ad Rewarded,3f02385db763,rewarded_2,None,Unknown/Missing,Unknown/Missing,None,,Dax,4.0,7.0,Dax - T: 4 - Q: 7,Pazartesi,Gece,1.0.5,United States,IOS,
2025-12-22 02:04:02+00:00,10368.0,Ad Rewarded,80913852fa17,rewarded_2,admob,Unknown/Missing,Unknown/Missing,None,,Borin,2.0,4.0,Borin - T: 2 - Q: 4,Pazartesi,Gece,1.0.7,United States,IOS,
2025-12-22 16:08:19+00:00,10367.0,Ad Rewarded,51bebf52bb08,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Borin,3.0,1.0,Borin - T: 3 - Q: 1,Pazartesi,Öğle,1.0.6,United States,IOS,
