question_address,event_params__character_name,event_params__current_tier,event_params__current_question_index,event_params__ga_session_id,question_started,potions_bought,incense_bought,amulet_bought,alicin_used,coffee_used,cauldron_used,scroll_opened,answered_correct,answered_wrong,ads_watched,wrong_answer_ratio,ads_watch_ratio,alicin_use_ratio,coffee_use_ratio,cauldron_use_ratio,scroll_use_ratio
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10121.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10126.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10198.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10262.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10264.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10314.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10382.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10391.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10396.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10465.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10517.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 10,Borin,1.0,10.0,10567.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10048.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10077.0,1,0,0,0,0,0,0,1,1,1.0,1,1.0,1.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10118.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10312.0,1,0,0,0,0,0,0,1,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10381.0,1,0,0,0,0,0,1,1,1,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10400.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10447.0,2,0,0,0,0,0,0,0,2,1.0,0,0.5,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10467.0,1,0,1,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10470.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 11,Borin,1.0,11.0,10507.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10022.0,1,0,0,0,1,0,0,0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10126.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10197.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10199.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10389.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10420.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10446.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10449.0,1,0,0,1,0,1,0,0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10477.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10511.0,1,0,0,0,0,1,0,0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10524.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 12,Borin,1.0,12.0,10576.0,1,0,0,0,0,0,0,1,1,2.0,1,2.0,1.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10023.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10068.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10132.0,1,0,1,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10212.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10219.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10237.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10380.0,1,0,0,0,1,0,0,1,1,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10389.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10397.0,1,0,0,0,0,0,0,1,1,2.0,1,2.0,1.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10493.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10501.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10507.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10513.0,1,0,0,0,0,0,1,1,1,2.0,0,2.0,0.0,0.0,0.0,1.0,1.0
Borin - T: 1 - Q: 2,Borin,1.0,2.0,10578.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 3,Borin,1.0,3.0,10069.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 3,Borin,1.0,3.0,10106.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 3,Borin,1.0,3.0,10129.0,1,0,0,1,0,0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
Borin - T: 1 - Q: 3,Borin,1.0,3.0,10359.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 3,Borin,1.0,3.0,10369.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 3,Borin,1.0,3.0,10381.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 3,Borin,1.0,3.0,10467.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 3,Borin,1.0,3.0,10470.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10106.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10121.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10136.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10157.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10219.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10285.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10335.0,1,0,0,0,0,0,0,1,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10365.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10366.0,1,0,0,0,0,1,0,0,1,2.0,0,2.0,0.0,0.0,1.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10387.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10444.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10508.0,1,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 4,Borin,1.0,4.0,10527.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10180.0,1,0,0,0,0,1,0,0,1,2.0,0,2.0,0.0,0.0,1.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10205.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10259.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10266.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10311.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10380.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10381.0,1,0,0,1,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10399.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10411.0,1,0,0,0,0,1,0,1,1,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10415.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10440.0,1,1,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10482.0,2,0,0,0,0,0,0,0,2,1.0,0,0.5,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10536.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10556.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 5,Borin,1.0,5.0,10576.0,1,0,0,0,1,0,0,0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10127.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10144.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10157.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10262.0,1,0,0,0,1,0,0,0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10304.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10321.0,1,0,0,0,1,0,0,0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10354.0,2,0,0,1,0,0,0,1,2,3.0,1,1.5,0.5,0.0,0.0,0.0,0.5
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10409.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10410.0,1,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10477.0,2,0,0,0,1,0,0,1,2,2.0,1,1.0,0.5,0.5,0.0,0.0,0.5
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10478.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10556.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 6,Borin,1.0,6.0,10576.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10026.0,1,0,0,0,0,1,0,0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10114.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10233.0,1,0,1,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10252.0,1,0,1,0,0,0,1,0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10311.0,1,0,0,0,0,0,0,1,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10382.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10388.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10410.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10412.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10417.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10419.0,1,0,0,0,1,0,0,0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10439.0,1,1,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10516.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10528.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 7,Borin,1.0,7.0,10562.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10042.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10055.0,1,1,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10057.0,1,0,1,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10062.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10133.0,1,0,0,0,0,1,0,0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10135.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10210.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10311.0,1,0,1,0,1,0,0,0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10333.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10335.0,2,0,0,1,0,0,1,0,2,2.0,1,1.0,0.5,0.0,0.0,0.5,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10368.0,1,0,0,0,1,0,0,0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10393.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10437.0,1,0,0,0,0,1,0,1,1,2.0,0,2.0,0.0,0.0,1.0,0.0,1.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10447.0,1,1,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10467.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10469.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10476.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10509.0,1,0,0,0,0,1,0,0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10529.0,1,0,0,0,1,0,0,1,1,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10557.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 8,Borin,1.0,8.0,10568.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10024.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10156.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10205.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10235.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10281.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10335.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10409.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10476.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10506.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10564.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10568.0,1,0,0,0,0,0,1,1,1,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0
Borin - T: 1 - Q: 9,Borin,1.0,9.0,10580.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10069.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10122.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10129.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10156.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10213.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10252.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10289.0,1,0,0,0,0,0,1,0,1,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10380.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10397.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10448.0,2,0,0,0,0,0,0,0,2,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 1,Borin,2.0,1.0,10525.0,1,0,1,0,0,1,0,0,1,2.0,0,2.0,0.0,0.0,1.0,0.0,0.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10125.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10206.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10259.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10312.0,1,0,0,0,0,1,0,0,1,2.0,1,2.0,1.0,0.0,1.0,0.0,0.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10380.0,1,0,1,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10417.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10471.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10482.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 10,Borin,2.0,10.0,10517.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 11,Borin,2.0,11.0,10049.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 11,Borin,2.0,11.0,10125.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 11,Borin,2.0,11.0,10128.0,1,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 11,Borin,2.0,11.0,10157.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Borin - T: 2 - Q: 11,Borin,2.0,11.0,10169.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
