event_timestamp,event_name,user_pseudo_id,event_params__ga_session_id,event_datetime,event_date,event_time,ts_weekday,ts_daytime_named,ts_is_weekend,app_info__version,geo__country,device__operating_system,session_duration_seconds,session_duration_minutes,session_start_time,session_end_time,event_params__character_name,event_params__current_tier,event_params__current_question_index,cumulative_question_index,event_params__answered_wrong,question_address,event_params__menu_name,event_params__spent_to,shop_consumable_item,event_params__currency_name,event_params__earned_amount,event_params__spent_amount,event_params__gold,event_params__mini_game_ri,event_params__ad_network,event_params__ad_unit_id,event_params__ad_instance,event_params__ad_id,event_params__ad_error_code,event_server_delay_seconds,device__mobile_marketing_name,device__operating_system_version,event_params__pp_accepted,event_params__video_start,event_params__video_finished,event_params__entered,event_params__shown,event_params__opened,event_params__return,event_params__closed,event_params__drag,event_params__tutorial_video
1766410446000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10450.0,2025-12-22 13:34:06+00:00,2025-12-22 00:00:00+00:00,13:34:06,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,892.0,14.866666666666667,2025-12-22 13:34:00+00:00,2025-12-22 13:48:52+00:00,Dax,3.0,1.0,29.0,,Dax - T: 3 - Q: 1,,,,,,,,,,,,,,,,,,,,,,,,,,
1766410449000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10450.0,2025-12-22 13:34:09+00:00,2025-12-22 00:00:00+00:00,13:34:09,Pazartesi,Öğle,Hafta İçi,1.0.5,United States,ANDROID,892.0,14.866666666666667,2025-12-22 13:34:00+00:00,2025-12-22 13:48:52+00:00,Dax,3.0,1.0,29.0,2.0,Dax - T: 3 - Q: 1,,,,,,,,,,,,,,,,,,,,,,,,,,
1766411332000000,Game Ended,34ee0e6284f0f595de5a1b623d428e5f,10450.0,2025-12-22 13:48:52+00:00,2025-12-22 00:00:00+00:00,13:48:52,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,892.0,14.866666666666667,2025-12-22 13:34:00+00:00,2025-12-22 13:48:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423040000000,Session Started,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:00+00:00,2025-12-22 00:00:00+00:00,17:04:00,Pazartesi,Öğle,Hafta İçi,1.0.7,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,false,true,true,false,
1766423041000000,Starting Currencies,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:01+00:00,2025-12-22 00:00:00+00:00,17:04:01,Pazartesi,Öğle,Hafta İçi,1.0.7,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,,,,,,,,,,,,,1085.0,,,,,,,,,,,,,,,,,,,
1766423042000000,Mini-game Started,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:02+00:00,2025-12-22 00:00:00+00:00,17:04:02,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,,,,,,,,,,,,,,Daily Spin,,,,,,,,,,,,,,,,,,
1766423055000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:15+00:00,2025-12-22 00:00:00+00:00,17:04:15,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,2.0,1.0,17.0,,Dax - T: 2 - Q: 1,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423056000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:16+00:00,2025-12-22 00:00:00+00:00,17:04:16,Pazartesi,Öğle,Hafta İçi,1.0.5,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Borin,1.0,12.0,12.0,,Borin - T: 1 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423056000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:16+00:00,2025-12-22 00:00:00+00:00,17:04:16,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,4.0,9.0,49.0,,Dax - T: 4 - Q: 9,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423057000000,Menu Opened,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:17+00:00,2025-12-22 00:00:00+00:00,17:04:17,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Borin,1.0,12.0,12.0,,Borin - T: 1 - Q: 12,Codex,,,,,,,,,,,,,,,,,,,,,,,,,
1766423058000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:18+00:00,2025-12-22 00:00:00+00:00,17:04:18,Pazartesi,Öğle,Hafta İçi,1.0.5,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,2.0,1.0,17.0,0.0,Dax - T: 2 - Q: 1,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423059000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:19+00:00,2025-12-22 00:00:00+00:00,17:04:19,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Borin,1.0,12.0,12.0,2.0,Borin - T: 1 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423059000000,Spent Virtual Currency,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:19+00:00,2025-12-22 00:00:00+00:00,17:04:19,Pazartesi,Öğle,Hafta İçi,1.0.5,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,2.0,1.0,17.0,,Dax - T: 2 - Q: 1,,SunBrew,,Gold,,83.0,,,,,,,,,,,,,,,,,,,,
1766423059000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:04:19+00:00,2025-12-22 00:00:00+00:00,17:04:19,Pazartesi,Öğle,Hafta İçi,1.0.7,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,4.0,9.0,49.0,1.0,Dax - T: 4 - Q: 9,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423112000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:05:12+00:00,2025-12-22 00:00:00+00:00,17:05:12,Pazartesi,Öğle,Hafta İçi,1.0.7,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,4.0,9.0,49.0,,Dax - T: 4 - Q: 9,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423115000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:05:15+00:00,2025-12-22 00:00:00+00:00,17:05:15,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,4.0,9.0,49.0,2.0,Dax - T: 4 - Q: 9,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423125000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:05:25+00:00,2025-12-22 00:00:00+00:00,17:05:25,Pazartesi,Öğle,Hafta İçi,1.0.7,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,4.0,7.0,47.0,,Dax - T: 4 - Q: 7,,,,,,,,,,,,,,,,,,,,,,,,,,
1766423127000000,Ad Rewarded,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:05:27+00:00,2025-12-22 00:00:00+00:00,17:05:27,Pazartesi,Öğle,Hafta İçi,1.0.6,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,4.0,7.0,47.0,,Dax - T: 4 - Q: 7,,,,,,,,,None,rewarded_1,instance_b,eec8467c001d,,,,,,,,,,,,,,
1766423128000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10446.0,2025-12-22 17:05:28+00:00,2025-12-22 00:00:00+00:00,17:05:28,Pazartesi,Öğle,Hafta İçi,1.0.5,United States,ANDROID,88.0,1.4666666666666666,2025-12-22 17:04:00+00:00,2025-12-22 17:05:28+00:00,Dax,4.0,7.0,47.0,1.0,Dax - T: 4 - Q: 7,,,,,,,,,,,,,,,,,,,,,,,,,,
1766479620000000,Session Started,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:47:00+00:00,2025-12-23 00:00:00+00:00,08:47:00,Salı,Sabah,Hafta İçi,1.0.7,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,true,true,true,false,
1766479621000000,Starting Currencies,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:47:01+00:00,2025-12-23 00:00:00+00:00,08:47:01,Salı,Sabah,Hafta İçi,1.0.6,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,,,,,,,,,,,,,743.0,,,,,,,,,,,,,,,,,,,
1766479622000000,Mini-game Started,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:47:02+00:00,2025-12-23 00:00:00+00:00,08:47:02,Salı,Sabah,Hafta İçi,1.0.5,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,,,,,,,,,,,,,,Daily Spin,,,,,,,,,,,,,,,,,,
1766479623000000,Mini-game Completed,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:47:03+00:00,2025-12-23 00:00:00+00:00,08:47:03,Salı,Sabah,Hafta İçi,1.0.5,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,,,,,,,,,,,,,,spin_skipped,,,,,,,,,,,,,,,,,,
1766479815000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:50:15+00:00,2025-12-23 00:00:00+00:00,08:50:15,Salı,Sabah,Hafta İçi,1.0.6,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,Dax,2.0,12.0,28.0,,Dax - T: 2 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766479818000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:50:18+00:00,2025-12-23 00:00:00+00:00,08:50:18,Salı,Sabah,Hafta İçi,1.0.6,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,Dax,2.0,12.0,28.0,1.0,Dax - T: 2 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766479819000000,Spent Virtual Currency,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:50:19+00:00,2025-12-23 00:00:00+00:00,08:50:19,Salı,Sabah,Hafta İçi,1.0.7,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,Dax,2.0,12.0,28.0,,Dax - T: 2 - Q: 12,,Kettle,,Gold,,78.0,,,,,,,,,,,,,,,,,,,,
1766479892000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:51:32+00:00,2025-12-23 00:00:00+00:00,08:51:32,Salı,Sabah,Hafta İçi,1.0.7,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,Dax,3.0,7.0,35.0,,Dax - T: 3 - Q: 7,,,,,,,,,,,,,,,,,,,,,,,,,,
1766479895000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:51:35+00:00,2025-12-23 00:00:00+00:00,08:51:35,Salı,Sabah,Hafta İçi,1.0.5,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,Dax,3.0,7.0,35.0,0.0,Dax - T: 3 - Q: 7,,,,,,,,,,,,,,,,,,,,,,,,,,
1766480153000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:55:53+00:00,2025-12-23 00:00:00+00:00,08:55:53,Salı,Sabah,Hafta İçi,1.0.6,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,Borin,3.0,2.0,30.0,,Borin - T: 3 - Q: 2,,,,,,,,,,,,,,,,,,,,,,,,,,
1766480155000000,Ad Rewarded,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:55:55+00:00,2025-12-23 00:00:00+00:00,08:55:55,Salı,Sabah,Hafta İçi,1.0.5,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,Borin,3.0,2.0,30.0,,Borin - T: 3 - Q: 2,,,,,,,,,unity,rewarded_1,instance_b,ed61bc9a3c10,,,,,,,,,,,,,,
1766480156000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:55:56+00:00,2025-12-23 00:00:00+00:00,08:55:56,Salı,Sabah,Hafta İçi,1.0.6,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,Borin,3.0,2.0,30.0,0.0,Borin - T: 3 - Q: 2,,,,,,,,,,,,,,,,,,,,,,,,,,
1766480296000000,Game Ended,34ee0e6284f0f595de5a1b623d428e5f,10451.0,2025-12-23 08:58:16+00:00,2025-12-23 00:00:00+00:00,08:58:16,Salı,Sabah,Hafta İçi,1.0.6,United States,ANDROID,676.0,11.266666666666667,2025-12-23 08:47:00+00:00,2025-12-23 08:58:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511060000000,Session Started,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:31:00+00:00,2025-12-23 00:00:00+00:00,17:31:00,Salı,Öğle,Hafta İçi,1.0.5,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,true,false,true,
1766511061000000,Starting Currencies,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:31:01+00:00,2025-12-23 00:00:00+00:00,17:31:01,Salı,Öğle,Hafta İçi,1.0.7,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,,,
1766511062000000,Mini-game Started,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:31:02+00:00,2025-12-23 00:00:00+00:00,17:31:02,Salı,Öğle,Hafta İçi,1.0.7,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,,,,,,,,,,,,,,Daily Spin,,,,,,,,,,,,,,,,,,
1766511109000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:31:49+00:00,2025-12-23 00:00:00+00:00,17:31:49,Salı,Öğle,Hafta İçi,1.0.7,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,3.0,3.0,31.0,,Borin - T: 3 - Q: 3,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511112000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:31:52+00:00,2025-12-23 00:00:00+00:00,17:31:52,Salı,Öğle,Hafta İçi,1.0.5,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,3.0,3.0,31.0,2.0,Borin - T: 3 - Q: 3,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511113000000,Spent Virtual Currency,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:31:53+00:00,2025-12-23 00:00:00+00:00,17:31:53,Salı,Öğle,Hafta İçi,1.0.7,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,3.0,3.0,31.0,,Borin - T: 3 - Q: 3,,SunBrew,,Gold,,30.0,,,,,,,,,,,,,,,,,,,,
1766511173000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:32:53+00:00,2025-12-23 00:00:00+00:00,17:32:53,Salı,Öğle,Hafta İçi,1.0.6,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,1.0,12.0,12.0,,Borin - T: 1 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511176000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:32:56+00:00,2025-12-23 00:00:00+00:00,17:32:56,Salı,Öğle,Hafta İçi,1.0.6,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,1.0,12.0,12.0,1.0,Borin - T: 1 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511177000000,Spent Virtual Currency,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:32:57+00:00,2025-12-23 00:00:00+00:00,17:32:57,Salı,Öğle,Hafta İçi,1.0.6,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,1.0,12.0,12.0,,Borin - T: 1 - Q: 12,,SunBrew,,Gold,,13.0,,,,,,,,,,,,,,,,,,,,
1766511178000000,Spent Virtual Currency,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:32:58+00:00,2025-12-23 00:00:00+00:00,17:32:58,Salı,Öğle,Hafta İçi,1.0.6,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,1.0,12.0,12.0,,Borin - T: 1 - Q: 12,,Consumable Item,Charm,Gold,,409.0,,,,,,,,,,,,,,,,,,,,
1766511196000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:33:16+00:00,2025-12-23 00:00:00+00:00,17:33:16,Salı,Öğle,Hafta İçi,1.0.5,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,3.0,10.0,38.0,,Borin - T: 3 - Q: 10,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511199000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:33:19+00:00,2025-12-23 00:00:00+00:00,17:33:19,Salı,Öğle,Hafta İçi,1.0.7,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,3.0,10.0,38.0,0.0,Borin - T: 3 - Q: 10,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511294000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:34:54+00:00,2025-12-23 00:00:00+00:00,17:34:54,Salı,Öğle,Hafta İçi,1.0.7,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,2.0,6.0,22.0,,Borin - T: 2 - Q: 6,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511296000000,Ad Rewarded,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:34:56+00:00,2025-12-23 00:00:00+00:00,17:34:56,Salı,Öğle,Hafta İçi,1.0.5,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,2.0,6.0,22.0,,Borin - T: 2 - Q: 6,,,,,,,,,ironSource,rewarded_2,None,b782247eee16,,,,,,,,,,,,,,
1766511297000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:34:57+00:00,2025-12-23 00:00:00+00:00,17:34:57,Salı,Öğle,Hafta İçi,1.0.5,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,2.0,6.0,22.0,2.0,Borin - T: 2 - Q: 6,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511484000000,Question Started,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:38:04+00:00,2025-12-23 00:00:00+00:00,17:38:04,Salı,Öğle,Hafta İçi,1.0.6,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,2.0,6.0,22.0,,Borin - T: 2 - Q: 6,,,,,,,,,,,,,,,,,,,,,,,,,,
1766511487000000,Question Completed,34ee0e6284f0f595de5a1b623d428e5f,10449.0,2025-12-23 17:38:07+00:00,2025-12-23 00:00:00+00:00,17:38:07,Salı,Öğle,Hafta İçi,1.0.6,United States,ANDROID,427.0,7.116666666666666,2025-12-23 17:31:00+00:00,2025-12-23 17:38:07+00:00,Borin,2.0,6.0,22.0,2.0,Borin - T: 2 - Q: 6,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280240000000,Session Started,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:24:00+00:00,2025-12-21 00:00:00+00:00,01:24:00,Pazar,Gece,Hafta Sonu,1.0.5,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,false,false,false,false,
1766280241000000,Starting Currencies,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:24:01+00:00,2025-12-21 00:00:00+00:00,01:24:01,Pazar,Gece,Hafta Sonu,1.0.5,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,,,,,,,,,,,,,1024.0,,,,,,,,,,,,,,,,,,,
1766280369000000,Question Started,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:26:09+00:00,2025-12-21 00:00:00+00:00,01:26:09,Pazar,Gece,Hafta Sonu,1.0.6,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Dax,3.0,2.0,30.0,,Dax - T: 3 - Q: 2,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280372000000,Question Completed,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:26:12+00:00,2025-12-21 00:00:00+00:00,01:26:12,Pazar,Gece,Hafta Sonu,1.0.5,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Dax,3.0,2.0,30.0,0.0,Dax - T: 3 - Q: 2,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280388000000,Question Started,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:26:28+00:00,2025-12-21 00:00:00+00:00,01:26:28,Pazar,Gece,Hafta Sonu,1.0.7,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,3.0,2.0,30.0,,Cyra - T: 3 - Q: 2,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280391000000,Question Completed,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:26:31+00:00,2025-12-21 00:00:00+00:00,01:26:31,Pazar,Gece,Hafta Sonu,1.0.7,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,3.0,2.0,30.0,0.0,Cyra - T: 3 - Q: 2,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280408000000,Question Started,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:26:48+00:00,2025-12-21 00:00:00+00:00,01:26:48,Pazar,Gece,Hafta Sonu,1.0.6,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,4.0,12.0,52.0,,Cyra - T: 4 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280411000000,Question Completed,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:26:51+00:00,2025-12-21 00:00:00+00:00,01:26:51,Pazar,Gece,Hafta Sonu,1.0.7,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,4.0,12.0,52.0,0.0,Cyra - T: 4 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280459000000,Question Started,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:27:39+00:00,2025-12-21 00:00:00+00:00,01:27:39,Pazar,Gece,Hafta Sonu,1.0.5,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,3.0,4.0,32.0,,Cyra - T: 3 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280460000000,Menu Opened,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:27:40+00:00,2025-12-21 00:00:00+00:00,01:27:40,Pazar,Gece,Hafta Sonu,1.0.6,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,3.0,4.0,32.0,,Cyra - T: 3 - Q: 4,Codex,,,,,,,,,,,,,,,,,,,,,,,,,
1766280462000000,Question Completed,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:27:42+00:00,2025-12-21 00:00:00+00:00,01:27:42,Pazar,Gece,Hafta Sonu,1.0.7,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,3.0,4.0,32.0,1.0,Cyra - T: 3 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
1766280464000000,Spent Virtual Currency,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:27:44+00:00,2025-12-21 00:00:00+00:00,01:27:44,Pazar,Gece,Hafta Sonu,1.0.7,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,3.0,4.0,32.0,,Cyra - T: 3 - Q: 4,,Consumable Item,Elixir,Gold,,382.0,,,,,,,,,,,,,,,,,,,,
1766280508000000,Question Started,35ac4770085e480c038cb5157b88a675,10298.0,2025-12-21 01:28:28+00:00,2025-12-21 00:00:00+00:00,01:28:28,Pazar,Gece,Hafta Sonu,1.0.6,United States,ANDROID,273.0,4.55,2025-12-21 01:24:00+00:00,2025-12-21 01:28:33+00:00,Cyra,3.0,4.0,32.0,,Cyra - T: 3 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
